,category,states_name_en,region_en,unique_number,id_no,rev_bis,name_en,short_description_en,justification_en,date_inscribed,secondary_dates,danger,date_end,danger_list,longitude,latitude,area_hectares,criteria_txt,category_short,iso_code,udnp_code,transboundary,yes
533,Cultural,Italy,Europe and North America,982,833,,Su Nuraxi di Barumini," During the late 2nd millennium B.C. in the Bronze Age, a special type of defensive structure known as <em>nuraghi</em> (for which no parallel exists anywhere else in the world) developed on the island of Sardinia. The complex consists of circular defensive towers in the form of truncated cones built of dressed stone, with corbel-vaulted internal chambers. The complex at Barumini, which was extended and reinforced in the first half of the 1st millennium under Carthaginian pressure, is the finest and most complete example of this remarkable form of prehistoric architecture. "," The Committee decided to inscribe this property on the basis of cultural criteria (i), (iii) and (iv), considering that the nuraghe of Sardinia, of which Su Nuraxi is the pre-eminent example, represent an exceptional response to political and social conditions, making an imaginative and innovative use of the materials and techniques available to a prehistoric island community. ",1997,,0,,,8.991388889,39.70583333,2.3254,(i)(iii)(iv),C,it,ita,0,True
534,Cultural,Italy,Europe and North America,993,842,,"Cilento and Vallo di Diano National Park with the Archeological Sites of Paestum and Velia, and the Certosa di Padula"," The Cilento is an outstanding cultural landscape. The dramatic groups of sanctuaries and settlements along its three east–west mountain ridges vividly portray the area's historical evolution: it was a major route not only for trade, but also for cultural and political interaction during the prehistoric and medieval periods. The Cilento was also the boundary between the Greek colonies of Magna Graecia and the indigenous Etruscan and Lucanian peoples. The remains of two major cities from classical times, Paestum and Velia, are found there. "," <em>Criterion (iii):</em> During the prehistoric period, and again in the Middle Ages, the Cilento region served as a key route for cultural, political, and commercial communications in an exceptional manner, utilizing the crests of the mountain chains running east-west and thereby creating a cultural landscape of outstanding significance and quality. 
 <em>Criterion (iv):</em> In two key episodes in the development of human societies in the Mediterranean region, the Cilento area provided the only viable means of communication between the Adriatic and the Tyrrhenian seas, in the central Mediterranean region, and this is vividly illustrated by the relict cultural landscape of today. ",1998,,0,,,15.26666667,40.28333333,159109.73,(iii)(iv),C,it,ita,0,True
535,Cultural,Italy,Europe and North America,1060,907,,Villa Adriana (Tivoli)," The Villa Adriana (at Tivoli, near Rome) is an exceptional complex of classical buildings created in the 2nd century A.D. by the Roman emperor Hadrian. It combines the best elements of the architectural heritage of Egypt, Greece and Rome in the form of an 'ideal city'. "," <em>Criteria (i) and (iii):</em> The Villa Adriana is a masterpiece that uniquely brings together the highest expressions of the material cultures of the ancient Mediterranean world. 
 <em>Criterion (ii):</em> Study of the monuments that make up the Villa Adriana played a crucial role in the rediscovery of the elements of classical architecture by the architects of the Renaissance and the Baroque period. It also profoundly influenced many 19th and 20th century architects and designers. ",1999,,0,,,12.77197222,41.94416667,80.0,(i)(ii)(iii),C,it,ita,0,True
536,Natural,Italy,Europe and North America,1061,908,,Isole Eolie (Aeolian Islands)," The Aeolian Islands provide an outstanding record of volcanic island-building and destruction, and ongoing volcanic phenomena. Studied since at least the 18th century, the islands have provided the science of vulcanology with examples of two types of eruption (Vulcanian and Strombolian) and thus have featured prominently in the education of geologists for more than 200 years. The site continues to enrich the field of vulcanology. "," <em>Criterion (viii):</em> The islands' volcanic landforms represent classic features in the continuing study of volcanology world-wide. With their scientific study from at least the 18th Century, the islands have provided two of the types of eruptions (Vulcanian and Strombolian) to vulcanology and geology textbooks and so have featured prominently in the education of all geoscientists for over 200 years. They continue to provide a rich field for volcanological studies of on-going geological processes in the development of landforms. ",2000,,0,,,14.94558333,38.48786111,1216.0,(viii),N,it,ita,0,True
537,Cultural,Italy,Europe and North America,1154,990,,"Assisi, the Basilica of San Francesco and Other Franciscan Sites"," Assisi, a medieval city built on a hill, is the birthplace of Saint Francis, closely associated with the work of the Franciscan Order. Its medieval art masterpieces, such as the Basilica of San Francesco and paintings by Cimabue, Pietro Lorenzetti, Simone Martini and Giotto, have made Assisi a fundamental reference point for the development of Italian and European art and architecture. "," <em>Criterion (i):</em> Assisi represents an ensemble of masterpieces of human creative genius, such as the Basilica of San Francesco, which have made it a fundamental reference for art history in Europe and in the world. 
 <em>Criterion (ii):</em> The interchange of artistic and spiritual message of the Franciscan Order has significantly contributed to developments in art and architecture in the world. 
 <em>Criterion (iii):</em> Assisi represents a unique example of continuity of a city-sanctuary within its environmental setting from its Umbrian-Roman and medieval origins to the present, represented in the cultural landscape, the religious ensembles, systems of communication, and traditional land-use. 
 <em>Criterion (iv):</em> The Basilica of San Francesco is an outstanding example of a type of architectural ensemble that has significantly influenced the development of art and architecture. 
 <em>Criterion (vi):</em> Being the birthplace of the Franciscan Order, Assisi has from the Middle Ages been closely associated with the cult and diffusion of the Franciscan movement in the world, focusing on the universal message of peace and tolerance even to other religions or beliefs. ",2000,,0,,,12.62244444,43.06616667,14563.25,(i)(ii)(iii)(iv)(vi),C,it,ita,0,True
538,Cultural,Italy,Europe and North America,1196,1024,Rev,Late Baroque Towns of the Val di Noto (South-Eastern Sicily)," The eight towns in south-eastern Sicily: Caltagirone, Militello Val di Catania, Catania, Modica, Noto, Palazzolo, Ragusa and Scicli, were all rebuilt after 1693 on or beside towns existing at the time of the earthquake which took place in that year. They represent a considerable collective undertaking, successfully carried out at a high level of architectural and artistic achievement. Keeping within the late Baroque style of the day, they also depict distinctive innovations in town planning and urban building. "," <em>Criterion (i):</em> This group of towns in south-eastern Sicily provides outstanding testimony to the exuberant genius of late Baroque art and architecture. 
 <em>Criterion (ii):</em> The towns of the Val di Noto represent the culmination and final flowering of Baroque art in Europe. 
 <em>Criterion (iv):</em> The exceptional quality of the late Baroque art and architecture in the Val di Noto lies in its geographical and chronological homogeneity, as well as its quantity, the result of the 1693 earthquake in this region. 
 <em>Criterion (v):</em> The eight towns of south-eastern Sicily that make up this nomination, which are characteristic of the settlement pattern and urban form of this region, are permanently at risk from earthquakes and eruptions of Mount Etna. ",2002,,0,,,15.06891667,36.89319444,112.79,(i)(ii)(iv)(v),C,it,ita,0,True
539,Cultural,Italy,Europe and North America,1197,1025,,"Villa d'Este, Tivoli"," The Villa d'Este in Tivoli, with its palace and garden, is one of the most remarkable and comprehensive illustrations of Renaissance culture at its most refined. Its innovative design along with the architectural components in the garden (fountains, ornamental basins, etc.) make this a unique example of an Italian 16th-century garden. The Villa d'Este, one of the first <em>giardini delle meraviglie</em> , was an early model for the development of European gardens. "," <em>Criterion (i):</em> The Villa d’Este is one of the most outstanding examples of Renaissance culture at its apogee. 
 <em>Criterion (ii):</em> The gardens of the Villa d’Este had a profound influence on the development of garden design throughout Europe. 
 <em>Criterion (iii):</em> The principles of Renaissance design and aesthetics are illustrated in an exceptional manner by the gardens of the Villa d’Este. 
 <em>Criterion (iv):</em> The gardens of the Villa d’Este are among the earliest and finest of the <em>giardini delle meraviglie</em> and symbolize the flowering of Renaissance culture. ",2001,,0,,,12.79625,41.96391667,4.5,(i)(ii)(iii)(iv)(vi),C,it,ita,0,True
540,Cultural,Italy,Europe and North America,1199,1026,Rev,Val d'Orcia," The landscape of Val d&rsquo;Orcia is part of the agricultural hinterland of Siena, redrawn and developed when it was integrated in the territory of the city-state in the 14th and 15th centuries to reflect an idealized model of good governance and to create an aesthetically pleasing picture. The landscape&rsquo;s distinctive aesthetics, flat chalk plains out of which rise almost conical hills with fortified settlements on top, inspired many artists. Their images have come to exemplify the beauty of well-managed Renaissance agricultural landscapes. The inscription covers: an agrarian and pastoral landscape reflecting innovative land-management systems; towns and villages; farmhouses; and the Roman Via Francigena and its associated abbeys, inns, shrines, bridges, etc. "," <em>Criterion (iv):</em> The Val d&rsquo;Orcia is an exceptional reflection of the way the landscape was re-written in Renaissance times to reflect the ideals of good governance and to create an aesthetically pleasing pictures. 
 <em>Criterion (vi):</em> The landscape of the Val d&rsquo;Orcia was celebrated by painters from the Siennese School, which flourished during the Renaissance. Images of the Val d&rsquo;Orcia, and particularly depictions of landscapes where people are depicted as living in harmony with nature, have come to be seen as icons of the Renaissance and have profoundly influenced the development of landscape thinking. ",2004,,0,,,11.55,43.06666667,61187.9609,(iv)(vi),C,it,ita,0,True
541,Cultural,Italy,Europe and North America,1245,1068,Rev,<I>Sacri Monti</I> of Piedmont and Lombardy," The nine <em>Sacri Monti</em> (Sacred Mountains) of northern Italy are groups of chapels and other architectural features created in the late 16th and 17th centuries and dedicated to different aspects of the Christian faith. In addition to their symbolic spiritual meaning, they are of great beauty by virtue of the skill with which they have been integrated into the surrounding natural landscape of hills, forests and lakes. They also house much important artistic material in the form of wall paintings and statuary. "," <em>Criterion (ii):</em> The implantation of architecture and sacred art into a natural landscape for didactic and spiritual purposes achieved its most exceptional expression in the Sacri Monti (&lsquo;Sacred Mountains&rsquo;) of northern Italy and had a profound influence on subsequent developments elsewhere in Europe. 
 <em>Criterion (iv):</em> The Sacri Monti (&lsquo;Sacred Mountains&rsquo;) of northern Italy represent the successful integration of architecture and fine art into a landscape of great beauty for spiritual reasons at a critical period in the history of the Roman Catholic Church. ",2003,,0,,,9.169555556,45.97455556,90.5,(ii)(iv),C,it,ita,0,True
542,Cultural,Italy,Europe and North America,1338,1158,,Etruscan Necropolises of Cerveteri and Tarquinia," These two large Etruscan cemeteries reflect different types of burial practices from the 9th to the 1st century BC, and bear witness to the achievements of Etruscan culture. Which over nine centuries developed the earliest urban civilization in the northern Mediterranean. Some of the tombs are monumental, cut in rock and topped by impressive tumuli (burial mounds). Many feature carvings on their walls, others have wall paintings of outstanding quality. The necropolis near Cerveteri, known as Banditaccia, contains thousands of tombs organized in a city-like plan, with streets, small squares and neighbourhoods. The site contains very different types of tombs: trenches cut in rock; tumuli; and some, also carved in rock, in the shape of huts or houses with a wealth of structural details. These provide the only surviving evidence of Etruscan residential architecture. The necropolis of Tarquinia, also known as Monterozzi, contains 6,000 graves cut in the rock. It is famous for its 200 painted tombs, the earliest of which date from the 7th century BC. "," <em>Criterion (i):</em> The necropolises of Tarquinia and Cerveteri are masterpieces of creative genius: Tarquinia's large-scale wall paintings are exceptional both for their formal qualities and for their content, which reveal aspects of life, death, and religious beliefs of the ancient Etruscans. Cerveteri shows in a funerary context the same town planning and architectural schemes used in an ancient city. 
 <em>Criterion (iii):</em> The two necropolises constitute a unique and exceptional testimony to the ancient Etruscan civilisation, the only urban type of civilisation in pre-Roman Italy. Moreover, the depiction of daily life in the frescoed tombs, many of which are replicas of Etruscan houses, is a unique testimony to this vanished culture. 
 <em>Criterion (iv):</em> Many of the tombs of Tarquinia and Cerveteri represent types of buildings which no longer exist in any other form. The cemeteries, replicas of Etruscan town planning schemes, are some of the earliest existing in the region. ",2004,,0,,,12.10188889,42.00683333,326.93,(i)(iii)(iv),C,it,ita,0,True
543,Cultural,Italy,Europe and North America,1377,1200,,Syracuse and the Rocky Necropolis of Pantalica," The site consists of two separate elements, containing outstanding vestiges dating back to Greek and Roman times: The Necropolis of Pantalica contains over 5,000 tombs cut into the rock near open stone quarries, most of them dating from the 13th to 7th centuries BC. Vestiges of the Byzantine era also remain in the area, notably the foundations of the Anaktoron (Prince’s Palace). The other part of the property, Ancient Syracuse, includes the nucleus of the city’s foundation as Ortygia by Greeks from Corinth in the 8th century BC. The site of the city, which Cicero described as ‘the greatest Greek city and the most beautiful of all’, retains vestiges such as the Temple of Athena (5th century BC, later transformed to serve as a cathedral), a Greek theatre, a Roman amphitheatre, a fort and more. Many remains bear witness to the troubled history of Sicily, from the Byzantines to the Bourbons, interspersed with the Arabo-Muslims, the Normans, Frederick II of the Hohenstaufen dynasty (1197–1250), the Aragons and the Kingdom of the Two Sicilies. Historic Syracuse offers a unique testimony to the development of Mediterranean civilization over three millennia. "," <em>Criterion (ii): </em>The sites and monuments which form the Syracuse/Pantalica ensemble constitute a unique accumulation, through the ages and in the same space, of remarkable testimonies to Mediterranean cultures. 
 <em>Criterion (iii): </em>The Syracuse/Pantalica ensemble offers, through its remarkable cultural diversity, an exceptional testimony to the development of civilisation over some three millennia. 
 <em>Criterion (iv): </em>The group of monuments and archeological sites situated in Syracuse (between the nucleus of Ortygia and the vestiges located throughout the urban area) is the finest example of outstanding architectural creation spanning several cultural aspects (Greek, Roman and Baroque). 
 <em>Criterion (vi): </em>Ancient Syracuse was directly linked to events, ideas and literary works of outstanding universal significance. ",2005,,0,,,15.29306,37.05944,898.46,(ii)(iii)(iv)(vi),C,it,ita,0,True
544,Cultural,Italy,Europe and North America,1388,1211,,Genoa: <i>Le Strade Nuove</i> and the system of the<i> Palazzi dei Rolli</i>," The Strade Nuove and the system of the Palazzi dei Rolli in Genoa&rsquo;s historic centre date from the late 16th and early 17th centuries when the Republic of Genoa was at the height of its financial and seafaring power. The site represents the first example in Europe of an urban development project parcelled out by a public authority within a unitary framework and associated to a particular system of &lsquo;public lodging&rsquo; in private residences, as decreed by the Senate in 1576. The site includes an ensemble of Renaissance and Baroque palaces along the so-called &lsquo;new streets&rsquo; (Strade Nuove). The Palazzi dei Rolli offer an extraordinary variety of different solutions, achieving universal value in adapting to the particular characteristics of the site and to the requirements of a specific social and economic organization. They also offer an original example of a public network of private residences designated to host state visits. ",,2006,,0,,,8.931111111,44.41222222,15.777,(ii)(iv),C,it,ita,0,True
545,Natural,Italy,Europe and North America,1609,1237,Rev,The Dolomites," The site of the Dolomites comprises a mountain range in the northern Italian Alps, numbering 18 peaks which rise to above 3,000 metres and cover 141,903 ha. It features some of the most beautiful mountain landscapes anywhere, with vertical walls, sheer cliffs and a high density of narrow, deep and long valleys. A serial property of nine areas that present a diversity of spectacular landscapes of international significance for geomorphology marked by steeples, pinnacles and rock walls, the site also contains glacial landforms and karst systems. It is characterized by dynamic processes with frequent landslides, floods and avalanches. The property also features one of the best examples of the preservation of Mesozoic carbonate platform systems, with fossil records. ",,2009,,0,,,12.16305556,46.61305556,141902.8,(vii)(viii),N,it,ita,0,True
546,Cultural,Italy,Europe and North America,1518,1287,,Mantua and Sabbioneta," Mantua and Sabbioneta, in the Po valley, in the north of Italy, represent two aspects of Renaissance town planning: Mantua shows the renewal and extension of an existing city, while 30 km away, Sabbioneta represents the implementation of the period&rsquo;s theories about planning the ideal city. Typically, Mantua&rsquo;s layout is irregular with regular parts showing different stages of its growth since the Roman period and includes many medieval edifices among them an 11th century rotunda and a Baroque theatre. Sabbioneta, created in the second half of the 16th century under the rule of one person, Vespasiano Gonzaga Colonna, can be described as a single-period city and has a right angle grid layout. Both cities offer exceptional testimonies to the urban, architectural and artistic realizations of the Renaissance, linked through the visions and actions of the ruling Gonzaga family. The two towns are important for the value of their architecture and for their prominent role in the dissemination of Renaissance culture. The ideals of the Renaissance, fostered by the Gonzaga family, are present in the towns&rsquo; morphology and architecture. ",,2008,,0,,,10.79444444,45.15944444,235.0,(ii)(iii),C,it,ita,0,True
547,Cultural,Italy,Europe and North America,1780,1318,,Longobards in Italy. Places of the Power (568-774 A.D.)," The Longobards in Italy, Places of Power, 568 - 774 A.D.&nbsp;comprises seven groups of important buildings (including fortresses, churches, and monasteries) throughout the Italian Peninsula. They testify to the high achievement of the Lombards, who migrated from northern Europe and developed their own specific culture in Italy where they ruled over vast territories in the 6th to 8th centuries. The Lombards synthesis of architectural styles marked the transition from Antiquity to the European Middle Ages, drawing on the heritage of Ancient Rome, Christian spirituality, Byzantine influence and Germanic northern Europe. The serial property testifies to the Lombards' major role in the spiritual and cultural development of Medieval European Christianity, notably by bolstering the monastic movement. ",,2011,,0,,,13.43305556,46.09416667,14.08,(ii)(iii)(vi),C,it,ita,0,True
548,Cultural,Italy,Europe and North America,1971,1390,Rev,Vineyard Landscape of Piedmont: Langhe-Roero and Monferrato," This landscape covers five distinct wine-growing areas with outstanding landscapes and the Castle of Cavour, an emblematic name both in the development of vineyards and in Italian history. It is located in the southern part of Piedmont, between the Po River and the Ligurian Apennines, and encompasses the whole range of technical and economic processes relating to the winegrowing and winemaking that has characterized the region for centuries. Vine pollen has been found in the area dating from the 5th century BC, when Piedmont was a place of contact and trade between the Etruscans and the Celts; Etruscan and Celtic words, particularly wine-related ones, are still found in the local dialect. During the Roman Empire, Pliny the Elder mentions the Piedmont region as being one of the most favourable for growing vines in ancient Italy; Strabo mentions its barrels. ",,2014,,0,,,7.963611111,44.60861111,10789.0,(iii)(v),C,it,ita,0,True
549,Natural,Italy,Europe and North America,1910,1427,,Mount Etna," Mount Etna&nbsp;is an iconic site encompassing 19,237 uninhabited hectares on the highest part of Mount Etna, on the eastern coast of Sicily. Mount Etna is the highest Mediterranean island mountain and the most active stratovolcano in the world. The eruptive history of the volcano can be traced back 500,000 years and at least 2,700 years of this activity has been documented. The almost continuous eruptive activity of Mount Etna continues to influence volcanology, geophysics and other Earth science disciplines. The volcano also supports important terrestrial ecosystems including endemic flora and fauna and its activity makes it a natural laboratory for the study of ecological and biological processes. The diverse and accessible range of volcanic features such as summit craters, cinder cones, lava flows and the Valle de Bove depression have made the site a prime destination for research and education. ",,2013,,0,,,14.99666667,37.75611111,19237.0,(viii),N,it,ita,0,True
550,Cultural,Italy,Europe and North America,2048,1487,,Arab-Norman Palermo and the Cathedral Churches of Cefalú and Monreale," Located on the northern coast of Sicily, Arab-Norman Palermo includes a series of nine civil and religious structures dating from the era of the Norman kingdom of Sicily (1130-1194): two palaces, three churches, a cathedral, a bridge, as well as the cathedrals of Cefalú and Monreale. Collectively, they are an example of a social-cultural syncretism between Western, Islamic and Byzantine cultures on the island which gave rise to new concepts of space, structure and decoration. They also bear testimony to the fruitful coexistence of people of different origins and religions (Muslim, Byzantine, Latin, Jewish, Lombard and French). ",,2015,,0,,,13.35305556,38.11083333,6.235,(ii)(iv),C,it,ita,0,True
551,Cultural,Italy,Europe and North America,2163,1538,,"Ivrea, industrial city of the 20th century"," The industrial city of Ivrea is located in the Piedmont region and developed as the testing ground for Olivetti, manufacturer of typewriters, mechanical calculators and office computers. It comprises a large factory and buildings designed to serve the administration and social services, as well as residential units. Designed by leading Italian urban planners and architects, mostly between the 1930s and the 1960s, this architectural ensemble reflects the ideas of the Community Movement (Movimento Comunità). A model social project, Ivrea expresses a modern vision of the relationship between industrial production and architecture. ",,2018,,0,,,7.869166667,45.4575,71.185,(iv),C,it,ita,0,True
552,Cultural,Italy,Europe and North America,2327,1571,,Le Colline del Prosecco di Conegliano e Valdobbiadene,"Located in north-eastern Italy, the site includes part of the vinegrowing landscape of the Prosecco wine production area. The landscape is characterized by ‘hogback’ hills, <em>ciglioni</em> – small plots of vines on narrow grassy terraces – forests, small villages and farmland. For centuries, this rugged terrain has been shaped and adapted by man. Since the 17<sup>th</sup> century, the use of <em>ciglioni</em> has created a particular chequerboard landscape consisting of rows of vines parallel and vertical to the slopes. In the 19<sup>th</sup> century, the <em>bellussera</em> technique of training the vines contributed to the aesthetic characteristics of the landscape.",,2019,,0,,,12.22611111,45.95302778,20334.2,(v),C,it,ita,0,True
632,Natural,Mexico,Latin America and the Caribbean,473,410,,Sian Ka'an," In the language of the Mayan peoples who once inhabited this region, Sian Ka'an means 'Origin of the Sky'. Located on the east coast of the Yucat&aacute;n peninsula, this biosphere reserve contains tropical forests, mangroves and marshes, as well as a large marine section intersected by a barrier reef. It provides a habitat for a remarkably rich flora and a fauna comprising more than 300 species of birds, as well as a large number of the region's characteristic terrestrial vertebrates, which cohabit in the diverse environment formed by its complex hydrological system. ",,1987,,0,,,-87.79167,19.38333,528000.0,(vii)(x),N,mx,mex,0,True
633,Cultural,Mexico,Latin America and the Caribbean,474,411,,Pre-Hispanic City and National Park of Palenque," A prime example of a Mayan sanctuary of the classical period, Palenque was at its height between AD 500 and 700, when its influence extended throughout the basin of the Usumacinta River. The elegance and craftsmanship of the buildings, as well as the lightness of the sculpted reliefs with their Mayan mythological themes, attest to the creative genius of this civilization. ",,1987,,0,,,-92.05,17.48333,1772.0,(i)(ii)(iii)(iv),C,mx,mex,0,True
634,Cultural,Mexico,Latin America and the Caribbean,475,412,,Historic Centre of Mexico City and Xochimilco," Built in the 16th century by the Spanish on the ruins of Tenochtitlan, the old Aztec capital, Mexico City is now one of the world's largest and most densely populated cities. It has five Aztec temples, the ruins of which have been identified, a cathedral (the largest on the continent) and some fine 19th- and 20th-century public buildings such as the Palacio de las Bellas Artes. Xochimilco lies 28 km south of Mexico City. With its network of canals and artificial islands, it testifies to the efforts of the Aztec people to build a habitat in the midst of an unfavourable environment. Its characteristic urban and rural structures, built since the 16th century and during the colonial period; have been preserved in an exceptional manner. ",,1987,,0,,,-99.13278,19.41833,0.0,(ii)(iii)(iv)(v),C,mx,mex,0,True
635,Cultural,Mexico,Latin America and the Caribbean,477,414,,Pre-Hispanic City of Teotihuacan," The holy city of Teotihuacan ('the place where the gods were created') is situated some 50 km north-east of Mexico City. Built between the 1st and 7th centuries A.D., it is characterized by the vast size of its monuments – in particular, the Temple of Quetzalcoatl and the Pyramids of the Sun and the Moon, laid out on geometric and symbolic principles. As one of the most powerful cultural centres in Mesoamerica, Teotihuacan extended its cultural and artistic influence throughout the region, and even beyond. ",,1987,,0,,,-98.84167,19.69167,250.0,(i)(ii)(iii)(iv)(vi),C,mx,mex,0,True
636,Cultural,Mexico,Latin America and the Caribbean,478,415,,Historic Centre of Oaxaca and Archaeological Site of Monte Albán," Inhabited over a period of 1,500 years by a succession of peoples &ndash; Olmecs, Zapotecs and Mixtecs &ndash; the terraces, dams, canals, pyramids and artificial mounds of Monte Alb&aacute;n were literally carved out of the mountain and are the symbols of a sacred topography. The nearby city of Oaxaca, which is built on a grid pattern, is a good example of Spanish colonial town planning. The solidity and volume of the city's buildings show that they were adapted to the earthquake-prone region in which these architectural gems were constructed. ",,1987,,0,,,-96.72167,17.06194,375.0,(i)(ii)(iii)(iv),C,mx,mex,0,True
637,Cultural,Mexico,Latin America and the Caribbean,479,416,,Historic Centre of Puebla," Puebla, which was founded <em>ex nihilo</em> in 1531, is situated about 100 km east of Mexico City, at the foot of the Popocatepetl volcano. It has preserved its great religious structures such as the 16th&ndash;17th-century cathedral and fine buildings like the old archbishop's palace, as well as a host of houses with walls covered in tiles (<em>azulejos</em>). The new aesthetic concepts resulting from the fusion of European and American styles were adopted locally and are peculiar to the Baroque district of Puebla. ",,1987,,0,,,-98.20833,19.04722,690.0,(ii)(iv),C,mx,mex,0,True
638,Cultural,Mexico,Latin America and the Caribbean,561,482,,Historic Town of Guanajuato and Adjacent Mines," Founded by the Spanish in the early 16th century, Guanajuato became the world's leading silver-extraction centre in the 18th century. This past can be seen in its 'subterranean streets' and the 'Boca del Inferno', a mineshaft that plunges a breathtaking 600 m. The town's fine Baroque and neoclassical buildings, resulting from the prosperity of the mines, have influenced buildings throughout central Mexico. The churches of La Compañía and La Valenciana are considered to be among the most beautiful examples of Baroque architecture in Central and South America. Guanajuato was also witness to events which changed the history of the country. ",,1988,,0,,,-101.25556,21.01694,2167.5,(i)(ii)(iv)(vi),C,mx,mex,0,True
639,Cultural,Mexico,Latin America and the Caribbean,562,483,,Pre-Hispanic City of Chichen-Itza," This sacred site was one of the greatest Mayan centres of the Yucat&aacute;n peninsula. Throughout its nearly 1,000-year history, different peoples have left their mark on the city. The Maya and Toltec vision of the world and the universe is revealed in their stone monuments and artistic works. The fusion of Mayan construction techniques with new elements from central Mexico make Chichen-Itza one of the most important examples of the Mayan-Toltec civilization in Yucat&aacute;n. Several buildings have survived, such as the Warriors&rsquo; Temple, El Castillo and the circular observatory known as El Caracol. ",,1988,,0,,,-88.6,20.66667,0.0,(i)(ii)(iii),C,mx,mex,0,True
640,Natural,Mexico,Latin America and the Caribbean,652,554,,Whale Sanctuary of El Vizcaino," Located in the central part of the peninsula of Baja California, the sanctuary contains some exceptionally interesting ecosystems. The coastal lagoons of Ojo de Liebre and San Ignacio are important reproduction and wintering sites for the grey whale, harbour seal, California sea lion, northern elephant-seal and blue whale. The lagoons are also home to four species of the endangered marine turtle. ",,1993,,0,,,-114.22778,27.79222,369631.0,(x),N,mx,mex,0,True
641,Cultural,Mexico,Latin America and the Caribbean,662,560,rev,"Archaeological Zone of Paquimé, Casas Grandes"," Paquim&eacute;, Casas Grandes, which reached its apogee in the 14th and 15th centuries, played a key role in trade and cultural contacts between the Pueblo culture of the south-western United States and northern Mexico and the more advanced civilizations of Mesoamerica. The extensive remains, only part of which have been excavated, are clear evidence of the vitality of a culture which was perfectly adapted to its physical and economic environment, but which suddenly vanished at the time of the Spanish Conquest. "," Criterion iii: Paquim&eacute; Casas Grandes bears eloquent and abundant testimony to an important element in the cultural evolution of North America, and in particular to prehispanic commercial and cultural links. Criterion iv: The extensive remains of the archaeological site of Paquim&eacute; Casas Grandes provide exceptional evidence of the development of adobe architecture in North America, and in particular of the blending of this with the more advanced techniques of Mesoamerica. ",1998,,0,,,-107.95556,30.37583,146.72,(iii)(iv),C,mx,mex,0,True
642,Cultural,Mexico,Latin America and the Caribbean,692,585,,Historic Centre of Morelia," Built in the 16th century, Morelia is an outstanding example of urban planning which combines the ideas of the Spanish Renaissance with the Mesoamerican experience. Well-adapted to the slopes of the hill site, its streets still follow the original layout. More than 200 historic buildings, all in the region's characteristic pink stone, reflect the town's architectural history, revealing a masterly and eclectic blend of the medieval spirit with Renaissance, Baroque and neoclassical elements. Morelia was the birthplace of several important personalities of independent Mexico and has played a major role in the country's history. ",,1991,,0,,,-101.19167,19.70444,390.0,(ii)(iv)(vi),C,mx,mex,0,True
643,Cultural,Mexico,Latin America and the Caribbean,749,631,,"El Tajin, Pre-Hispanic City"," Located in the state of Veracruz, El Tajin was at its height from the early 9th to the early 13th century. It became the most important centre in north-east Mesoamerica after the fall of the Teotihuacan Empire. Its cultural influence extended all along the Gulf and penetrated into the Maya region and the high plateaux of central Mexico. Its architecture, which is unique in Mesoamerica, is characterized by elaborate carved reliefs on the columns and frieze. The 'Pyramid of the Niches', a masterpiece of ancient Mexican and American architecture, reveals the astronomical and symbolic significance of the buildings. El Tajin has survived as an outstanding example of the grandeur and importance of the pre-Hispanic cultures of Mexico. ",,1992,,0,,,-97.3775,20.47639,240.0,(iii)(iv),C,mx,mex,0,True
644,Cultural,Mexico,Latin America and the Caribbean,800,676,,Historic Centre of Zacatecas," Founded in 1546 after the discovery of a rich silver lode, Zacatecas reached the height of its prosperity in the 16th and 17th centuries. Built on the steep slopes of a narrow valley, the town has breathtaking views and there are many old buildings, both religious and civil. The cathedral, built between 1730 and 1760, dominates the centre of the town. It is notable for its harmonious design and the Baroque profusion of its fa&ccedil;ades, where European and indigenous decorative elements are found side by side. ",,1993,,0,,,-102.55556,22.76667,207.72,(ii)(iv),C,mx,mex,0,True
645,Cultural,Mexico,Latin America and the Caribbean,830,702,,Earliest 16th-Century Monasteries on the Slopes of Popocatepetl," These 14 monasteries stand on the slopes of Popocatepetl, to the south-east of Mexico City. They are in an excellent state of conservation and are good examples of the architectural style adopted by the first missionaries – Franciscans, Dominicans and Augustinians – who converted the indigenous populations to Christianity in the early 16th century. They also represent an example of a new architectural concept in which open spaces are of renewed importance. The influence of this style is felt throughout the Mexican territory and even beyond its borders. ",,1994,,0,,,-98.89778,18.93472,21.56,(ii)(iv),C,mx,mex,0,True
646,Cultural,Mexico,Latin America and the Caribbean,845,714,,Rock Paintings of the Sierra de San Francisco," From c. 100 B.C. to A.D. 1300, the Sierra de San Francisco (in the El Vizcaino reserve, in Baja California) was home to a people who have now disappeared but who left one of the most outstanding collections of rock paintings in the world. They are remarkably well-preserved because of the dry climate and the inaccessibility of the site. Showing human figures and many animal species and illustrating the relationship between humans and their environment, the paintings reveal a highly sophisticated culture. Their composition and size, as well as the precision of the outlines and the variety of colours, but especially the number of sites, make this an impressive testimony to a unique artistic tradition. ",,1993,,0,,,-112.91611,27.65556,182600.0,(i)(iii),C,mx,mex,0,True
